year	pop	lifeExp	gdpPercap	region
1977	31528087	56.059	371	Asia_Myanmar
1982	34680442	58.056	424	Asia_Myanmar
1987	38028578	58.339	385	Asia_Myanmar
1992	40546538	59.32	347	Asia_Myanmar
1997	43247867	60.328	415	Asia_Myanmar
2002	45598081	59.908	611	Asia_Myanmar
2007	47761980	62.069	944	Asia_Myanmar
1952	485831	41.725	2423.780443	Africa_Namibia
1957	548080	45.226	2621.448058	Africa_Namibia
1962	621392	48.386	3173.215595	Africa_Namibia
1967	706640	51.159	3793.694753	Africa_Namibia
1972	821782	53.867	3746.080948	Africa_Namibia
1977	977026	56.437	3876.485958	Africa_Namibia
1982	1099010	58.968	4191.100511	Africa_Namibia
1987	1278184	60.835	3693.731337	Africa_Namibia
1992	1554253	61.999	3804.537999	Africa_Namibia
1997	1774766	58.909	3899.52426	Africa_Namibia
2002	1972153	51.479	4072.324751	Africa_Namibia
2007	2055080	52.906	4811.060429	Africa_Namibia
1952	9182536	36.157	545.8657229	Asia_Nepal
1957	9682338	37.686	597.9363558	Asia_Nepal
1962	10332057	39.393	652.3968593	Asia_Nepal
1967	11261690	41.472	676.4422254	Asia_Nepal
1972	12412593	43.971	674.7881296	Asia_Nepal
1977	13933198	46.748	694.1124398	Asia_Nepal
1982	15796314	49.594	718.3730947	Asia_Nepal
1987	17917180	52.537	775.6324501	Asia_Nepal
1992	20326209	55.727	897.7403604	Asia_Nepal
1997	23001113	59.426	1010.892138	Asia_Nepal
2002	25873917	61.34	1057.206311	Asia_Nepal
2007	28901790	63.785	1091.359778	Asia_Nepal
1952	10381988	72.13	8941.571858	Europe_Netherlands
1957	11026383	72.99	11276.19344	Europe_Netherlands
1962	11805689	73.23	12790.84956	Europe_Netherlands
1967	12596822	73.82	15363.25136	Europe_Netherlands
1972	13329874	73.75	18794.74567	Europe_Netherlands
1977	13852989	75.24	21209.0592	Europe_Netherlands
1982	14310401	76.05	21399.46046	Europe_Netherlands
1987	14665278	76.83	23651.32361	Europe_Netherlands
1992	15174244	77.42	26790.94961	Europe_Netherlands
1997	15604464	78.03	30246.13063	Europe_Netherlands
2002	16122830	78.53	33724.75778	Europe_Netherlands
2007	16570613	79.762	36797.93332	Europe_Netherlands
1952	1994794	69.39	10556.57566	Oceania_New Zealand
1957	2229407	70.26	12247.39532	Oceania_New Zealand
1962	2488550	71.24	13175.678	Oceania_New Zealand
1967	2728150	71.52	14463.91893	Oceania_New Zealand
1972	2929100	71.89	16046.03728	Oceania_New Zealand
1977	3164900	72.22	16233.7177	Oceania_New Zealand
1982	3210650	73.84	17632.4104	Oceania_New Zealand
1987	3317166	74.32	19007.19129	Oceania_New Zealand
1992	3437674	76.33	18363.32494	Oceania_New Zealand
1997	3676187	77.55	21050.41377	Oceania_New Zealand
2002	3908037	79.11	23189.80135	Oceania_New Zealand
2007	4115771	80.204	25185.00911	Oceania_New Zealand
1952	1165790	42.314	3112.363948	Americas_Nicaragua
1957	1358828	45.432	3457.415947	Americas_Nicaragua
1962	1590597	48.632	3634.364406	Americas_Nicaragua
1967	1865490	51.884	4643.393534	Americas_Nicaragua
1972	2182908	55.151	4688.593267	Americas_Nicaragua
1977	2554598	57.47	5486.371089	Americas_Nicaragua
1982	2979423	59.298	3470.338156	Americas_Nicaragua
1987	3344353	62.008	2955.984375	Americas_Nicaragua
1992	4017939	65.843	2170.151724	Americas_Nicaragua
1997	4609572	68.426	2253.023004	Americas_Nicaragua
2002	5146848	70.836	2474.548819	Americas_Nicaragua
2007	5675356	72.899	2749.320965	Americas_Nicaragua
1952	3379468	37.444	761.879376	Africa_Niger
1957	3692184	38.598	835.5234025	Africa_Niger
1962	4076008	39.487	997.7661127	Africa_Niger
1967	4534062	40.118	1054.384891	Africa_Niger
1972	5060262	40.546	954.2092363	Africa_Niger
1977	5682086	41.291	808.8970728	Africa_Niger
1982	6437188	42.598	909.7221354	Africa_Niger
1987	7332638	44.555	668.3000228	Africa_Niger
1992	8392818	47.391	581.182725	Africa_Niger
1997	9666252	51.313	580.3052092	Africa_Niger
2002	11140655	54.496	601.0745012	Africa_Niger
2007	12894865	56.867	619.6768924	Africa_Niger
1952	33119096	36.324	1077.281856	Africa_Nigeria
1957	37173340	37.802	1100.592563	Africa_Nigeria
1962	41871351	39.36	1150.927478	Africa_Nigeria
1967	47287752	41.04	1014.514104	Africa_Nigeria
1972	53740085	42.821	1698.388838	Africa_Nigeria
1977	62209173	44.514	1981.951806	Africa_Nigeria
1982	73039376	45.826	1576.97375	Africa_Nigeria
1987	81551520	46.886	1385.029563	Africa_Nigeria
1992	93364244	47.472	1619.848217	Africa_Nigeria
1997	106207839	47.464	1624.941275	Africa_Nigeria
2002	119901274	46.608	1615.286395	Africa_Nigeria
2007	135031164	46.859	2013.977305	Africa_Nigeria
1952	3327728	72.67	10095.42172	Europe_Norway
1957	3491938	73.44	11653.97304	Europe_Norway
1962	3638919	73.47	13450.40151	Europe_Norway
1967	3786019	74.08	16361.87647	Europe_Norway
1972	3933004	74.34	18965.05551	Europe_Norway
1977	4043205	75.37	23311.34939	Europe_Norway
1982	4114787	75.97	26298.63531	Europe_Norway
1987	4186147	75.89	31540.9748	Europe_Norway
1992	4286357	77.32	33965.66115	Europe_Norway
1997	4405672	78.32	41283.16433	Europe_Norway
2002	4535591	79.05	44683.97525	Europe_Norway
2007	4627926	80.196	49357.19017	Europe_Norway
1952	507833	37.578	1828.230307	Asia_Oman
1957	561977	40.08	2242.746551	Asia_Oman
1962	628164	43.165	2924.638113	Asia_Oman
1967	714775	46.988	4720.942687	Asia_Oman
1972	829050	52.143	10618.03855	Asia_Oman
1977	1004533	57.367	11848.34392	Asia_Oman
1982	1301048	62.728	12954.79101	Asia_Oman
1987	1593882	67.734	18115.22313	Asia_Oman
1992	1915208	71.197	18616.70691	Asia_Oman
1997	2283635	72.499	19702.05581	Asia_Oman
2002	2713462	74.193	19774.83687	Asia_Oman
2007	3204897	75.64	22316.19287	Asia_Oman
1952	41346560	43.436	684.5971438	Asia_Pakistan
1957	46679944	45.557	747.0835292	Asia_Pakistan
1962	53100671	47.67	803.3427418	Asia_Pakistan
1967	60641899	49.8	942.4082588	Asia_Pakistan
1972	69325921	51.929	1049.938981	Asia_Pakistan
1977	78152686	54.043	1175.921193	Asia_Pakistan
1982	91462088	56.158	1443.429832	Asia_Pakistan
1987	105186881	58.245	1704.686583	Asia_Pakistan
1992	120065004	60.838	1971.829464	Asia_Pakistan
1997	135564834	61.818	2049.350521	Asia_Pakistan
2002	153403524	63.61	2092.712441	Asia_Pakistan
2007	169270617	65.483	2605.94758	Asia_Pakistan
1952	940080	55.191	2480.380334	Americas_Panama
1957	1063506	59.201	2961.800905	Americas_Panama
1962	1215725	61.817	3536.540301	Americas_Panama
1967	1405486	64.071	4421.009084	Americas_Panama
1972	1616384	66.216	5364.249663	Americas_Panama
1977	1839782	68.681	5351.912144	Americas_Panama
1982	2036305	70.472	7009.601598	Americas_Panama
1987	2253639	71.523	7034.779161	Americas_Panama
1992	2484997	72.462	6618.74305	Americas_Panama
1997	2734531	73.738	7113.692252	Americas_Panama
2002	2990875	74.712	7356.031934	Americas_Panama
2007	3242173	75.537	9809.185636	Americas_Panama
1952	1555876	62.649	1952.308701	Americas_Paraguay
1957	1770902	63.196	2046.154706	Americas_Paraguay
1962	2009813	64.361	2148.027146	Americas_Paraguay
1967	2287985	64.951	2299.376311	Americas_Paraguay
1972	2614104	65.815	2523.337977	Americas_Paraguay
1977	2984494	66.353	3248.373311	Americas_Paraguay
1982	3366439	66.874	4258.503604	Americas_Paraguay
1987	3886512	67.378	3998.875695	Americas_Paraguay
1992	4483945	68.225	4196.411078	Americas_Paraguay
1997	5154123	69.4	4247.400261	Americas_Paraguay
2002	5884491	70.755	3783.674243	Americas_Paraguay
2007	6667147	71.752	4172.838464	Americas_Paraguay
1952	8025700	43.902	3758.523437	Americas_Peru
1957	9146100	46.263	4245.256698	Americas_Peru
1962	10516500	49.096	4957.037982	Americas_Peru
1967	12132200	51.445	5788.09333	Americas_Peru
1972	13954700	55.448	5937.827283	Americas_Peru
1977	15990099	58.447	6281.290855	Americas_Peru
1982	18125129	61.406	6434.501797	Americas_Peru
1987	20195924	64.134	6360.943444	Americas_Peru
1992	22430449	66.458	4446.380924	Americas_Peru
1997	24748122	68.386	5838.347657	Americas_Peru
2002	26769436	69.906	5909.020073	Americas_Peru
2007	28674757	71.421	7408.905561	Americas_Peru
1952	22438691	47.752	1272.880995	Asia_Philippines
1957	26072194	51.334	1547.944844	Asia_Philippines
1962	30325264	54.757	1649.552153	Asia_Philippines
1967	35356600	56.393	1814.12743	Asia_Philippines
1972	40850141	58.065	1989.37407	Asia_Philippines
1977	46850962	60.06	2373.204287	Asia_Philippines
1982	53456774	62.082	2603.273765	Asia_Philippines
1987	60017788	64.151	2189.634995	Asia_Philippines
1992	67185766	66.458	2279.324017	Asia_Philippines
1997	75012988	68.564	2536.534925	Asia_Philippines
2002	82995088	70.303	2650.921068	Asia_Philippines
2007	91077287	71.688	3190.481016	Asia_Philippines
1952	25730551	61.31	4029.329699	Europe_Poland
1957	28235346	65.77	4734.253019	Europe_Poland
1962	30329617	67.64	5338.752143	Europe_Poland
1967	31785378	69.61	6557.152776	Europe_Poland
1972	33039545	70.85	8006.506993	Europe_Poland
1977	34621254	70.67	9508.141454	Europe_Poland
1982	36227381	71.32	8451.531004	Europe_Poland
1987	37740710	70.98	9082.351172	Europe_Poland
1992	38370697	70.99	7738.881247	Europe_Poland
1997	38654957	72.75	10159.58368	Europe_Poland
2002	38625976	74.67	12002.23908	Europe_Poland
2007	38518241	75.563	15389.92468	Europe_Poland
1952	8526050	59.82	3068.319867	Europe_Portugal
1957	8817650	61.51	3774.571743	Europe_Portugal
1962	9019800	64.39	4727.954889	Europe_Portugal
1967	9103000	66.6	6361.517993	Europe_Portugal
1972	8970450	69.26	9022.247417	Europe_Portugal
1977	9662600	70.41	10172.48572	Europe_Portugal
1982	9859650	72.77	11753.84291	Europe_Portugal
1987	9915289	74.06	13039.30876	Europe_Portugal
1992	9927680	74.86	16207.26663	Europe_Portugal
1997	10156415	75.97	17641.03156	Europe_Portugal
2002	10433867	77.29	19970.90787	Europe_Portugal
2007	10642836	78.098	20509.64777	Europe_Portugal
1952	2227000	64.28	3081.959785	Americas_Puerto Rico
1957	2260000	68.54	3907.156189	Americas_Puerto Rico
1962	2448046	69.62	5108.34463	Americas_Puerto Rico
1967	2648961	71.1	6929.277714	Americas_Puerto Rico
1972	2847132	72.16	9123.041742	Americas_Puerto Rico
1977	3080828	73.44	9770.524921	Americas_Puerto Rico
1982	3279001	73.75	10330.98915	Americas_Puerto Rico
1987	3444468	74.63	12281.34191	Americas_Puerto Rico
1992	3585176	73.911	14641.58711	Americas_Puerto Rico
1997	3759430	74.917	16999.4333	Americas_Puerto Rico
2002	3859606	77.778	18855.60618	Americas_Puerto Rico
2007	3942491	78.746	19328.70901	Americas_Puerto Rico
1952	257700	52.724	2718.885295	Africa_Reunion
1957	308700	55.09	2769.451844	Africa_Reunion
1962	358900	57.666	3173.72334	Africa_Reunion
1967	414024	60.542	4021.175739	Africa_Reunion
1972	461633	64.274	5047.658563	Africa_Reunion
1977	492095	67.064	4319.804067	Africa_Reunion
1982	517810	69.885	5267.219353	Africa_Reunion
1987	562035	71.913	5303.377488	Africa_Reunion
1992	622191	73.615	6101.255823	Africa_Reunion
1997	684810	74.772	6071.941411	Africa_Reunion
2002	743981	75.744	6316.1652	Africa_Reunion
2007	798094	76.442	7670.122558	Africa_Reunion
1952	16630000	61.05	3144.613186	Europe_Romania
1957	17829327	64.1	3943.370225	Europe_Romania
1962	18680721	66.8	4734.997586	Europe_Romania
1967	19284814	66.8	6470.866545	Europe_Romania
1972	20662648	69.21	8011.414402	Europe_Romania
1977	21658597	69.46	9356.39724	Europe_Romania
1982	22356726	69.66	9605.314053	Europe_Romania
1987	22686371	69.53	9696.273295	Europe_Romania
1992	22797027	69.36	6598.409903	Europe_Romania
1997	22562458	69.72	7346.547557	Europe_Romania
2002	22404337	71.322	7885.360081	Europe_Romania
2007	22276056	72.476	10808.47561	Europe_Romania
1952	2534927	40	493.3238752	Africa_Rwanda
1957	2822082	41.5	540.2893983	Africa_Rwanda
1962	3051242	43	597.4730727	Africa_Rwanda
1967	3451079	44.1	510.9637142	Africa_Rwanda
1972	3992121	44.6	590.5806638	Africa_Rwanda
1977	4657072	45	670.0806011	Africa_Rwanda
1982	5507565	46.218	881.5706467	Africa_Rwanda
1987	6349365	44.02	847.991217	Africa_Rwanda
1992	7290203	23.599	737.0685949	Africa_Rwanda
1997	7212583	36.087	589.9445051	Africa_Rwanda
2002	7852401	43.413	785.6537648	Africa_Rwanda
2007	8860588	46.242	863.0884639	Africa_Rwanda
1952	60011	46.471	879.5835855	Africa_Sao Tome and Principe
1957	61325	48.945	860.7369026	Africa_Sao Tome and Principe
1962	65345	51.893	1071.551119	Africa_Sao Tome and Principe
1967	70787	54.425	1384.840593	Africa_Sao Tome and Principe
1972	76595	56.48	1532.985254	Africa_Sao Tome and Principe
1977	86796	58.55	1737.561657	Africa_Sao Tome and Principe
1982	98593	60.351	1890.218117	Africa_Sao Tome and Principe
1987	110812	61.728	1516.525457	Africa_Sao Tome and Principe
1992	125911	62.742	1428.777814	Africa_Sao Tome and Principe
1997	145608	63.306	1339.076036	Africa_Sao Tome and Principe
2002	170372	64.337	1353.09239	Africa_Sao Tome and Principe
2007	199579	65.528	1598.435089	Africa_Sao Tome and Principe
1952	4005677	39.875	6459.554823	Asia_Saudi Arabia
1957	4419650	42.868	8157.591248	Asia_Saudi Arabia
1962	4943029	45.914	11626.41975	Asia_Saudi Arabia
1967	5618198	49.901	16903.04886	Asia_Saudi Arabia
1972	6472756	53.886	24837.42865	Asia_Saudi Arabia
1977	8128505	58.69	34167.7626	Asia_Saudi Arabia
1982	11254672	63.012	33693.17525	Asia_Saudi Arabia
1987	14619745	66.295	21198.26136	Asia_Saudi Arabia
1992	16945857	68.768	24841.61777	Asia_Saudi Arabia
1997	21229759	70.533	20586.69019	Asia_Saudi Arabia
2002	24501530	71.626	19014.54118	Asia_Saudi Arabia
2007	27601038	72.777	21654.83194	Asia_Saudi Arabia
1952	2755589	37.278	1450.356983	Africa_Senegal
1957	3054547	39.329	1567.653006	Africa_Senegal
1962	3430243	41.454	1654.988723	Africa_Senegal
1967	3965841	43.563	1612.404632	Africa_Senegal
1972	4588696	45.815	1597.712056	Africa_Senegal
1977	5260855	48.879	1561.769116	Africa_Senegal
1982	6147783	52.379	1518.479984	Africa_Senegal
1987	7171347	55.769	1441.72072	Africa_Senegal
1992	8307920	58.196	1367.899369	Africa_Senegal
1997	9535314	60.187	1392.368347	Africa_Senegal
2002	10870037	61.6	1519.635262	Africa_Senegal
2007	12267493	63.062	1712.472136	Africa_Senegal
1952	6860147	57.996	3581.459448	Europe_Serbia
1957	7271135	61.685	4981.090891	Europe_Serbia
1962	7616060	64.531	6289.629157	Europe_Serbia
1967	7971222	66.914	7991.707066	Europe_Serbia
1972	8313288	68.7	10522.06749	Europe_Serbia
1977	8686367	70.3	12980.66956	Europe_Serbia
1982	9032824	70.162	15181.0927	Europe_Serbia
1987	9230783	71.218	15870.87851	Europe_Serbia
1992	9826397	71.659	9325.068238	Europe_Serbia
1997	10336594	72.232	7914.320304	Europe_Serbia
2002	10111559	73.213	7236.075251	Europe_Serbia
2007	10150265	74.002	9786.534714	Europe_Serbia
1952	2143249	30.331	879.7877358	Africa_Sierra Leone
1957	2295678	31.57	1004.484437	Africa_Sierra Leone
1962	2467895	32.767	1116.639877	Africa_Sierra Leone
1967	2662190	34.113	1206.043465	Africa_Sierra Leone
1972	2879013	35.4	1353.759762	Africa_Sierra Leone
1977	3140897	36.788	1348.285159	Africa_Sierra Leone
1982	3464522	38.445	1465.010784	Africa_Sierra Leone
1987	3868905	40.006	1294.447788	Africa_Sierra Leone
1992	4260884	38.333	1068.696278	Africa_Sierra Leone
1997	4578212	39.897	574.6481576	Africa_Sierra Leone
2002	5359092	41.012	699.489713	Africa_Sierra Leone
2007	6144562	42.568	862.5407561	Africa_Sierra Leone
1952	1127000	60.396	2315.138227	Asia_Singapore
1957	1445929	63.179	2843.104409	Asia_Singapore
1962	1750200	65.798	3674.735572	Asia_Singapore
1967	1977600	67.946	4977.41854	Asia_Singapore
1972	2152400	69.521	8597.756202	Asia_Singapore
1977	2325300	70.795	11210.08948	Asia_Singapore
1982	2651869	71.76	15169.16112	Asia_Singapore
1987	2794552	73.56	18861.53081	Asia_Singapore
1992	3235865	75.788	24769.8912	Asia_Singapore
1997	3802309	77.158	33519.4766	Asia_Singapore
2002	4197776	78.77	36023.1054	Asia_Singapore
2007	4553009	79.972	47143.17964	Asia_Singapore
1952	3558137	64.36	5074.659104	Europe_Slovak Republic
1957	3844277	67.45	6093.26298	Europe_Slovak Republic
1962	4237384	70.33	7481.107598	Europe_Slovak Republic
1967	4442238	70.98	8412.902397	Europe_Slovak Republic
1972	4593433	70.35	9674.167626	Europe_Slovak Republic
1977	4827803	70.45	10922.66404	Europe_Slovak Republic
1982	5048043	70.8	11348.54585	Europe_Slovak Republic
1987	5199318	71.08	12037.26758	Europe_Slovak Republic
1992	5302888	71.38	9498.467723	Europe_Slovak Republic
1997	5383010	72.71	12126.23065	Europe_Slovak Republic
2002	5410052	73.8	13638.77837	Europe_Slovak Republic
2007	5447502	74.663	18678.31435	Europe_Slovak Republic
1952	1489518	65.57	4215.041741	Europe_Slovenia
1957	1533070	67.85	5862.276629	Europe_Slovenia
1962	1582962	69.15	7402.303395	Europe_Slovenia
1967	1646912	69.18	9405.489397	Europe_Slovenia
1972	1694510	69.82	12383.4862	Europe_Slovenia
1977	1746919	70.97	15277.03017	Europe_Slovenia
1982	1861252	71.063	17866.72175	Europe_Slovenia
1987	1945870	72.25	18678.53492	Europe_Slovenia
1992	1999210	73.64	14214.71681	Europe_Slovenia
1997	2011612	75.13	17161.10735	Europe_Slovenia
2002	2011497	76.66	20660.01936	Europe_Slovenia
2007	2009245	77.926	25768.25759	Europe_Slovenia
1952	2526994	32.978	1135.749842	Africa_Somalia
1957	2780415	34.977	1258.147413	Africa_Somalia
1962	3080153	36.981	1369.488336	Africa_Somalia
1967	3428839	38.977	1284.73318	Africa_Somalia
1972	3840161	40.973	1254.576127	Africa_Somalia
1977	4353666	41.974	1450.992513	Africa_Somalia
1982	5828892	42.955	1176.807031	Africa_Somalia
1987	6921858	44.501	1093.244963	Africa_Somalia
1992	6099799	39.658	926.9602964	Africa_Somalia
1997	6633514	43.795	930.5964284	Africa_Somalia
2002	7753310	45.936	882.0818218	Africa_Somalia
2007	9118773	48.159	926.1410683	Africa_Somalia
1952	14264935	45.009	4725.295531	Africa_South Africa
1957	16151549	47.985	5487.104219	Africa_South Africa
1962	18356657	49.951	5768.729717	Africa_South Africa
1967	20997321	51.927	7114.477971	Africa_South Africa
1972	23935810	53.696	7765.962636	Africa_South Africa
1977	27129932	55.527	8028.651439	Africa_South Africa
1982	31140029	58.161	8568.266228	Africa_South Africa
1987	35933379	60.834	7825.823398	Africa_South Africa
1992	39964159	61.888	7225.069258	Africa_South Africa
1997	42835005	60.236	7479.188244	Africa_South Africa
2002	44433622	53.365	7710.946444	Africa_South Africa
2007	43997828	49.339	9269.657808	Africa_South Africa
1952	28549870	64.94	3834.034742	Europe_Spain
1957	29841614	66.66	4564.80241	Europe_Spain
1962	31158061	69.69	5693.843879	Europe_Spain
1967	32850275	71.44	7993.512294	Europe_Spain
1972	34513161	73.06	10638.75131	Europe_Spain
1977	36439000	74.39	13236.92117	Europe_Spain
1982	37983310	76.3	13926.16997	Europe_Spain
1987	38880702	76.9	15764.98313	Europe_Spain
1992	39549438	77.57	18603.06452	Europe_Spain
1997	39855442	78.77	20445.29896	Europe_Spain
2002	40152517	79.78	24835.47166	Europe_Spain
2007	40448191	80.941	28821.0637	Europe_Spain
1952	7982342	57.593	1083.53203	Asia_Sri Lanka
1957	9128546	61.456	1072.546602	Asia_Sri Lanka
1962	10421936	62.192	1074.47196	Asia_Sri Lanka
1967	11737396	64.266	1135.514326	Asia_Sri Lanka
1972	13016733	65.042	1213.39553	Asia_Sri Lanka
1977	14116836	65.949	1348.775651	Asia_Sri Lanka
1982	15410151	68.757	1648.079789	Asia_Sri Lanka
1987	16495304	69.011	1876.766827	Asia_Sri Lanka
1992	17587060	70.379	2153.739222	Asia_Sri Lanka
1997	18698655	70.457	2664.477257	Asia_Sri Lanka
2002	19576783	70.815	3015.378833	Asia_Sri Lanka
2007	20378239	72.396	3970.095407	Asia_Sri Lanka
1952	8504667	38.635	1615.991129	Africa_Sudan
1957	9753392	39.624	1770.337074	Africa_Sudan
1962	11183227	40.87	1959.593767	Africa_Sudan
1967	12716129	42.858	1687.997641	Africa_Sudan
1972	14597019	45.083	1659.652775	Africa_Sudan
1977	17104986	47.8	2202.988423	Africa_Sudan
1982	20367053	50.338	1895.544073	Africa_Sudan
1987	24725960	51.744	1507.819159	Africa_Sudan
1992	28227588	53.556	1492.197043	Africa_Sudan
1997	32160729	55.373	1632.210764	Africa_Sudan
2002	37090298	56.369	1993.398314	Africa_Sudan
2007	42292929	58.556	2602.394995	Africa_Sudan
1952	290243	41.407	1148.376626	Africa_Swaziland
1957	326741	43.424	1244.708364	Africa_Swaziland
1962	370006	44.992	1856.182125	Africa_Swaziland
1967	420690	46.633	2613.101665	Africa_Swaziland
1972	480105	49.552	3364.836625	Africa_Swaziland
1977	551425	52.537	3781.410618	Africa_Swaziland
1982	649901	55.561	3895.384018	Africa_Swaziland
1987	779348	57.678	3984.839812	Africa_Swaziland
1992	962344	58.474	3553.0224	Africa_Swaziland
1997	1054486	54.289	3876.76846	Africa_Swaziland
2002	1130269	43.869	4128.116943	Africa_Swaziland
2007	1133066	39.613	4513.480643	Africa_Swaziland
1952	7124673	71.86	8527.844662	Europe_Sweden
1957	7363802	72.49	9911.878226	Europe_Sweden
1962	7561588	73.37	12329.44192	Europe_Sweden
1967	7867931	74.16	15258.29697	Europe_Sweden
1972	8122293	74.72	17832.02464	Europe_Sweden
1977	8251648	75.44	18855.72521	Europe_Sweden
1982	8325260	76.42	20667.38125	Europe_Sweden
1987	8421403	77.19	23586.92927	Europe_Sweden
1992	8718867	78.16	23880.01683	Europe_Sweden
1997	8897619	79.39	25266.59499	Europe_Sweden
2002	8954175	80.04	29341.63093	Europe_Sweden
2007	9031088	80.884	33859.74835	Europe_Sweden
1952	4815000	69.62	14734.23275	Europe_Switzerland
1957	5126000	70.56	17909.48973	Europe_Switzerland
1962	5666000	71.32	20431.0927	Europe_Switzerland
1967	6063000	72.77	22966.14432	Europe_Switzerland
1972	6401400	73.78	27195.11304	Europe_Switzerland
1977	6316424	75.39	26982.29052	Europe_Switzerland
1982	6468126	76.21	28397.71512	Europe_Switzerland
1987	6649942	77.41	30281.70459	Europe_Switzerland
1992	6995447	78.03	31871.5303	Europe_Switzerland
1997	7193761	79.37	32135.32301	Europe_Switzerland
2002	7361757	80.62	34480.95771	Europe_Switzerland
2007	7554661	81.701	37506.41907	Europe_Switzerland
1952	3661549	45.883	1643.485354	Asia_Syria
1957	4149908	48.284	2117.234893	Asia_Syria
1962	4834621	50.305	2193.037133	Asia_Syria
1967	5680812	53.655	1881.923632	Asia_Syria
1972	6701172	57.296	2571.423014	Asia_Syria
1977	7932503	61.195	3195.484582	Asia_Syria
1982	9410494	64.59	3761.837715	Asia_Syria
1987	11242847	66.974	3116.774285	Asia_Syria
1992	13219062	69.249	3340.542768	Asia_Syria
1997	15081016	71.527	4014.238972	Asia_Syria
2002	17155814	73.053	4090.925331	Asia_Syria
2007	19314747	74.143	4184.548089	Asia_Syria
1952	8550362	58.5	1206.947913	Asia_Taiwan
1957	10164215	62.4	1507.86129	Asia_Taiwan
1962	11918938	65.2	1822.879028	Asia_Taiwan
1967	13648692	67.5	2643.858681	Asia_Taiwan
1972	15226039	69.39	4062.523897	Asia_Taiwan
1977	16785196	70.59	5596.519826	Asia_Taiwan
1982	18501390	72.16	7426.354774	Asia_Taiwan
1987	19757799	73.4	11054.56175	Asia_Taiwan
1992	20686918	74.26	15215.6579	Asia_Taiwan
1997	21628605	75.25	20206.82098	Asia_Taiwan
2002	22454239	76.99	23235.42329	Asia_Taiwan
2007	23174294	78.4	28718.27684	Asia_Taiwan
1952	8322925	41.215	716.6500721	Africa_Tanzania
1957	9452826	42.974	698.5356073	Africa_Tanzania
1962	10863958	44.246	722.0038073	Africa_Tanzania
1967	12607312	45.757	848.2186575	Africa_Tanzania
1972	14706593	47.62	915.9850592	Africa_Tanzania
1977	17129565	49.919	962.4922932	Africa_Tanzania
1982	19844382	50.608	874.2426069	Africa_Tanzania
1987	23040630	51.535	831.8220794	Africa_Tanzania
1992	26605473	50.44	825.682454	Africa_Tanzania
1997	30686889	48.466	789.1862231	Africa_Tanzania
2002	34593779	49.651	899.0742111	Africa_Tanzania
2007	38139640	52.517	1107.482182	Africa_Tanzania
1952	21289402	50.848	757.7974177	Asia_Thailand
1957	25041917	53.63	793.5774148	Asia_Thailand
1962	29263397	56.061	1002.199172	Asia_Thailand
1967	34024249	58.285	1295.46066	Asia_Thailand
1972	39276153	60.405	1524.358936	Asia_Thailand
1977	44148285	62.494	1961.224635	Asia_Thailand
1982	48827160	64.597	2393.219781	Asia_Thailand
1987	52910342	66.084	2982.653773	Asia_Thailand
1992	56667095	67.298	4616.896545	Asia_Thailand
1997	60216677	67.521	5852.625497	Asia_Thailand
2002	62806748	68.564	5913.187529	Asia_Thailand
2007	65068149	70.616	7458.396327	Asia_Thailand
1952	1219113	38.596	859.8086567	Africa_Togo
1957	1357445	41.208	925.9083202	Africa_Togo
1962	1528098	43.922	1067.53481	Africa_Togo
1967	1735550	46.769	1477.59676	Africa_Togo
1972	2056351	49.759	1649.660188	Africa_Togo
1977	2308582	52.887	1532.776998	Africa_Togo
1982	2644765	55.471	1344.577953	Africa_Togo
1987	3154264	56.941	1202.201361	Africa_Togo
1992	3747553	58.061	1034.298904	Africa_Togo
1997	4320890	58.39	982.2869243	Africa_Togo
2002	4977378	57.561	886.2205765	Africa_Togo
2007	5701579	58.42	882.9699438	Africa_Togo
1952	662850	59.1	3023.271928	Americas_Trinidad and Tobago
1957	764900	61.8	4100.3934	Americas_Trinidad and Tobago
1962	887498	64.9	4997.523971	Americas_Trinidad and Tobago
1967	960155	65.4	5621.368472	Americas_Trinidad and Tobago
1972	975199	65.9	6619.551419	Americas_Trinidad and Tobago
1977	1039009	68.3	7899.554209	Americas_Trinidad and Tobago
1982	1116479	68.832	9119.528607	Americas_Trinidad and Tobago
1987	1191336	69.582	7388.597823	Americas_Trinidad and Tobago
1992	1183669	69.862	7370.990932	Americas_Trinidad and Tobago
1997	1138101	69.465	8792.573126	Americas_Trinidad and Tobago
2002	1101832	68.976	11460.60023	Americas_Trinidad and Tobago
2007	1056608	69.819	18008.50924	Americas_Trinidad and Tobago
1952	3647735	44.6	1468.475631	Africa_Tunisia
1957	3950849	47.1	1395.232468	Africa_Tunisia
1962	4286552	49.579	1660.30321	Africa_Tunisia
1967	4786986	52.053	1932.360167	Africa_Tunisia
1972	5303507	55.602	2753.285994	Africa_Tunisia
1977	6005061	59.837	3120.876811	Africa_Tunisia
1982	6734098	64.048	3560.233174	Africa_Tunisia
1987	7724976	66.894	3810.419296	Africa_Tunisia
1992	8523077	70.001	4332.720164	Africa_Tunisia
1997	9231669	71.973	4876.798614	Africa_Tunisia
2002	9770575	73.042	5722.895655	Africa_Tunisia
2007	10276158	73.923	7092.923025	Africa_Tunisia
1952	22235677	43.585	1969.10098	Europe_Turkey
1957	25670939	48.079	2218.754257	Europe_Turkey
